Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
23-February-2016,713,716.65,681.9,685.75,696.3158419,351638,9374,244851110,71894,20.45,34.75,-27.25
24-February-2016,684,703.1,672,689.5,689.4061091,443307,10559,305618554,44766,10.1,31.1,5.5
25-February-2016,692,694.3,668.2,671.45,679.2644714,454465,9556,308701928,46455,10.22,26.1,-20.55
26-February-2016,682.5,691.5,669.1,685.95,680.727204,354492,8168,241312348,37579,10.6,22.4,3.45
29-February-2016,690,704.1,663.7,688.35,686.3783172,714916,17254,490702841,44656,6.25,40.4,-1.65
1-March-2016,694,721,691.75,718.5,710.005167,419975,12397,298184420,52890,12.59,29.25,24.5
2-March-2016,727,761,727,754.25,749.1536322,351606,9410,263406912,56753,16.14,34,27.25
3-March-2016,758.2,760,741.3,757.2,751.3987982,324846,7980,244088894,29150,8.97,18.7,-1
4-March-2016,758.25,769.35,745.25,759.35,756.8513181,354421,9948,268244001,32051,9.04,24.1,1.1
8-March-2016,767,770,752.35,760.4,759.5998736,414544,10706,314887570,45899,11.07,17.65,-6.6
9-March-2016,751.3,793.5,751.3,789.4,779.1685608,610136,15917,475398789,85540,14.02,42.2,38.1
10-March-2016,788,800.7,783.9,792.4,791.2959091,441497,10927,349354770,49451,11.2,16.8,4.4
11-March-2016,788.25,804.55,785,799.5,797.8297069,425167,11587,339210863,49250,11.58,19.55,11.25
14-March-2016,802,810,797,802.65,804.1312976,311232,7228,250271392,45051,14.48,13,0.65
15-March-2016,804.25,816.8,798.15,811.15,810.5123311,345226,9121,279809930,85315,24.71,18.65,6.9
16-March-2016,809.9,815.5,795.1,804.4,805.0331569,305909,7645,246266888,80851,26.43,20.4,-5.5
17-March-2016,811.85,819,792.35,799.3,809.4283454,247123,6544,200028361,41794,16.91,26.65,-12.55
18-March-2016,803,819.25,795.9,814.2,807.2227089,278296,5660,224646851,39549,14.21,23.35,11.2
21-March-2016,817.2,834.45,813,831.55,825.2541578,304551,8312,251331979,82082,26.95,21.45,14.35
22-March-2016,831.95,837,822.9,834.15,830.7882647,312390,7355,259529946,34144,10.93,14.1,2.2
23-March-2016,830,851,826.1,848,843.816426,298392,9293,251788071,33201,11.13,24.9,18
28-March-2016,846.8,859.2,835.85,842.35,847.2044277,353680,9276,299639262,62969,17.8,23.35,-4.45
29-March-2016,840.15,854.25,837.25,846.65,847.8892142,192651,4815,163346705,20388,10.58,17,6.5
30-March-2016,850,870,848.55,865.9,859.3913803,222142,8649,190906920,54297,24.44,21.45,15.9
31-March-2016,861,875.6,858.85,864.55,867.0688189,346678,9938,300593684,40711,11.74,16.75,3.55
1-April-2016,860.1,865,852.25,855.7,858.7007079,286055,8137,245635631,26720,9.34,12.75,-4.4
4-April-2016,855,870,855,867.85,864.0738705,206456,5963,178393235,27755,13.44,15,12.85
5-April-2016,858.1,865,826.65,829.45,844.491419,471858,14683,398480032,96518,20.45,38.35,-28.65
6-April-2016,837,842.25,828.5,835,835.959526,309433,9314,258673464,26214,8.47,13.75,-2
7-April-2016,838,844.9,831.05,835.25,838.4000689,185818,5705,155789824,18705,10.07,13.85,-2.75
8-April-2016,830,853.95,830,849.8,845.9678232,208846,6376,176676996,34690,16.61,23.95,19.8
11-April-2016,851,862.5,848,859.6,855.774769,1019127,5211,872143173,853904,83.79,14.5,8.6
12-April-2016,857,868.75,854.05,859.45,861.9945086,149141,4060,128558723,17458,11.71,14.7,2.45
13-April-2016,866,875,866,869.5,870.5655061,144437,4680,125741870,35243,24.4,9,3.5
18-April-2016,865,896.5,861,893.35,884.8668851,269444,9813,238422073,62769,23.3,35.5,28.35
20-April-2016,893,895.3,878.6,881.75,884.3644823,206984,6832,183049298,37876,18.3,16.7,-11.25
21-April-2016,890,897.8,878,881.9,888.9582167,205106,6548,182330664,30868,15.05,19.8,-8.1
22-April-2016,882.1,887.9,873,875.8,877.8817504,198098,6639,173906619,61642,31.12,14.9,-6.3
25-April-2016,875.7,885.35,871.45,878.5,877.8370736,171826,5687,150835233,19216,11.18,13.9,2.8
26-April-2016,880,914,875.55,910.55,898.579015,357122,11539,320902335,72477,20.29,38.45,30.55
27-April-2016,915,923.9,897.6,915.6,911.5643337,1019978,31927,929775566,128955,12.64,26.3,0.6
28-April-2016,917.5,951.4,915,944.95,941.1340086,1287835,41706,1212025316,262341,20.37,36.4,27.45
29-April-2016,948.3,952.2,929.5,943.65,940.4756743,468476,14340,440590282,39007,8.33,22.7,-4.65
2-May-2016,949,958,942.1,945.25,948.9752975,374577,10738,355464320,44953,12,15.9,-3.75
3-May-2016,946.9,951.2,928.5,932,939.0836462,207481,6949,194842014,33944,16.36,22.7,-14.9
4-May-2016,933.7,939,914.5,917.7,923.1156123,295401,8933,272689275,62817,21.26,24.5,-16
5-May-2016,918.25,933,906.65,912.3,918.1605392,392384,12221,360271505,63316,16.14,26.35,-5.95
6-May-2016,911,919.6,906.4,910.05,912.0878127,228361,6949,208285285,42615,18.66,13.2,-0.95
9-May-2016,911,948.4,911,945.9,936.8511456,399780,11236,374534351,91335,22.85,37.4,34.9
10-May-2016,947.5,952.85,939.1,949.8,946.294804,269881,8248,255386988,71867,26.63,13.75,2.3
11-May-2016,937.8,962,931.5,956.25,953.7620583,403582,12757,384921199,84213,20.87,30.5,18.45
12-May-2016,955.4,966.95,950.2,954.8,959.6221719,268069,9377,257244956,75845,28.29,16.75,-0.6
13-May-2016,955.05,960.35,943.85,949.1,950.3866537,197148,6701,187366828,31826,16.14,16.5,-5.95
16-May-2016,955,985,945.55,979.35,965.9791253,366711,11703,354235171,66820,18.22,39.45,24.35
17-May-2016,987,1000,968,970.35,986.2547775,477605,17096,471040213,91814,19.22,32,-16.65
18-May-2016,968,977.7,963.05,971.1,971.2656846,284849,9436,276664059,24995,8.77,14.65,3.1
19-May-2016,971.1,987.2,964.15,966.85,977.2654823,171228,5589,167335214,26886,15.7,23.05,-4.25
20-May-2016,970.3,980.95,964.5,977.5,975.2358869,195988,7266,191134531,37995,19.39,16.45,7.2
23-May-2016,981.1,984.4,971.15,976.65,979.7335173,159061,5324,155837393,26243,16.5,13.25,-4.45
24-May-2016,975,985,971.1,976.9,978.2662741,179349,6557,175451078,26934,15.02,13.9,1.9
25-May-2016,985,998,984.4,996.2,992.6424366,252895,8498,251034309,59490,23.52,13.6,11.2
26-May-2016,996,1025.4,996,1018.45,1009.82187,329276,10969,332510106,66450,20.18,29.4,22.45
27-May-2016,1022,1040,1018.2,1026.7,1028.27344,322927,9868,332057257,27179,8.42,21.8,4.7
30-May-2016,1027,1035,1022.5,1025.5,1027.499411,195949,6758,201337482,64758,33.05,12.5,-1.5
31-May-2016,1024,1045,1021.1,1031.95,1035.729356,201460,6872,208658036,27305,13.55,23.9,7.95
1-June-2016,1032,1032.95,1005.7,1017.15,1018.033117,172572,6756,175684011,28489,16.51,27.25,-14.85
2-June-2016,1017,1052,1011.3,1048.65,1034.14436,264630,13843,273665622,46463,17.56,40.7,31.65
3-June-2016,1052.25,1059.7,1042.3,1049.25,1049.524994,170800,5390,179258869,34330,20.1,17.4,-3
6-June-2016,1054.5,1068.65,1044.85,1062.65,1057.376296,202269,9252,213874446,21566,10.66,23.8,8.15
7-June-2016,1068.65,1085,1062.4,1066.3,1074.698529,341950,15301,367493162,56520,16.53,22.6,-2.35
8-June-2016,1065,1066,1045.15,1053.1,1053.497435,202736,8066,213581856,55909,27.58,20.85,-11.9
9-June-2016,1051.1,1059.5,1036.75,1040.3,1043.250161,166157,7511,173343317,66011,39.73,22.75,-10.8
10-June-2016,1036,1068.5,1036,1062.25,1061.00204,375067,13148,397946852,69267,18.47,32.5,26.25
13-June-2016,1059.9,1072,1053,1064.5,1062.313501,277980,12302,295301907,63932,23,19,4.6
14-June-2016,1061.25,1071.2,1058.1,1065.45,1065.284752,103571,3849,110332607,10818,10.45,13.1,4.2
15-June-2016,1071,1073,1057.5,1070.65,1065.222285,567244,7003,604240950,435979,76.86,15.5,-0.35
16-June-2016,1063,1067,1047.9,1060.45,1057.526445,155511,6055,164456995,19451,12.51,19.1,-2.55
17-June-2016,1065.25,1075,1060.25,1070.3,1069.722203,204250,6828,218490760,17957,8.79,14.75,5.05
20-June-2016,1061.1,1078.3,1055.4,1074.75,1069.888023,154880,4919,165704257,21535,13.9,22.9,13.65
21-June-2016,1078,1079.05,1066.2,1070.15,1071.726487,120042,4881,128652191,30273,25.22,12.85,-7.85
22-June-2016,1070.15,1081.8,1065,1078.7,1076.323667,214671,8413,231055478,46935,21.86,16.8,8.55
23-June-2016,1078,1115,1077.65,1111.75,1099.080823,339780,12550,373445682,39094,11.51,37.35,33.75
24-June-2016,1075,1087,1042.05,1079.95,1065.445982,552303,14786,588449012,89966,16.29,44.95,4.95
27-June-2016,1078,1091,1072.3,1076.3,1081.24984,252434,9117,272944222,75694,29.99,18.7,-1.7
28-June-2016,1084,1084,1062.8,1069.15,1071.447147,145196,6314,155569840,28315,19.5,21.2,-14.85
29-June-2016,1071.1,1083.8,1070,1073.5,1076.476351,105330,4385,113385254,21267,20.19,13.8,2.4
30-June-2016,1074.55,1110.95,1074.55,1106.5,1093.410267,285251,8220,311896372,56235,19.71,36.4,31.95
1-July-2016,1109.8,1134,1106.75,1129.9,1122.688907,215855,7270,242338014,48432,22.44,27.25,20.1
4-July-2016,1132.05,1140.25,1115,1119.3,1129.301691,162010,4895,182958167,38211,23.59,25.25,-12.75
5-July-2016,1119,1131.25,1113.5,1125.55,1124.105021,156826,5346,176288894,30948,19.73,17.75,6.55
7-July-2016,1125.2,1130,1110.5,1112.2,1117.357145,94491,4856,105580194,19223,20.34,19.5,-13
8-July-2016,1112.2,1123.75,1107.95,1119.1,1117.810642,101976,3527,113989858,12446,12.2,15.8,6.9
11-July-2016,1132,1148.6,1132,1142.7,1142.748556,127293,5282,145463892,24688,19.39,16.6,10.7
12-July-2016,1147,1155.95,1138.75,1153.75,1149.19455,106569,4398,122468514,21522,20.2,17.2,6.75
13-July-2016,1153,1153,1138.5,1147.4,1145.545901,84323,3429,96595867,5467,6.48,14.5,-5.6
14-July-2016,1147.4,1171.25,1145,1169.25,1159.847579,147978,5065,171631925,17383,11.75,26.25,21.85
15-July-2016,1169.25,1185.65,1161.55,1178.95,1174.427381,141560,6378,166251940,25182,17.79,24.1,9.7
18-July-2016,1182.15,1184.8,1170.7,1174.75,1177.702733,77200,3335,90918651,10843,14.05,14.1,-7.4
19-July-2016,1170,1170.75,1143.6,1153.6,1157.591161,110513,5153,127928872,26763,24.22,27.15,-16.4
20-July-2016,1152,1168.5,1149,1161.45,1159.295721,78094,3042,90534040,8736,11.19,19.5,9.45
21-July-2016,1160.2,1169.75,1150.25,1154.5,1161.741188,78300,3699,90964335,13358,17.06,19.5,-5.7
22-July-2016,1150.75,1166.25,1149,1158.35,1158.849548,78909,3462,91443659,9790,12.41,17.25,7.6
25-July-2016,1160,1189.75,1147.75,1182.5,1173.338637,154661,4310,181469727,34505,22.31,42,22.5
26-July-2016,1182,1210.05,1178.1,1200.25,1198.590812,225564,9327,270358938,29216,12.95,31.95,18.25
27-July-2016,1205,1214,1176.25,1200.1,1197.156709,585826,24911,701325526,63807,10.89,37.75,-4.9
28-July-2016,1209.5,1226.65,1203.05,1220.55,1216.137176,288097,9101,350365472,44577,15.47,23.6,11.05
29-July-2016,1225,1235.9,1208,1217.2,1222.322195,166356,6609,203340631,35620,21.41,27.9,-7.8
1-August-2016,1220,1234.25,1203.4,1221.45,1220.796948,99418,4946,121369191,19918,20.03,30.85,1.45
2-August-2016,1229,1244,1223.15,1228.5,1233.422988,131810,5103,162577484,24087,18.27,20.85,-0.5
3-August-2016,1230,1243.35,1218,1234.95,1233.493595,134888,5763,166383484,25665,19.03,25.35,4.95
4-August-2016,1244.45,1245,1220.6,1229.5,1228.166336,112754,4438,138480667,20729,18.38,24.4,-14.95
5-August-2016,1234,1260,1234,1258.2,1250.814874,200080,9061,250263040,55890,27.93,26,24.2
8-August-2016,1269,1269,1255.8,1264.35,1263.19203,82638,3241,104387663,16974,20.54,13.2,-4.65
9-August-2016,1267,1267,1251,1259.4,1258.820465,114184,3604,143737156,36895,32.31,16,-7.6
10-August-2016,1251.3,1268.1,1247.5,1264.8,1258.461229,100293,3827,126214852,14136,14.09,20.6,13.5
11-August-2016,1268,1268,1237,1252.65,1246.722218,164838,9064,205507197,50815,30.83,31,-15.35
12-August-2016,1257,1294,1254.3,1291,1284.868795,221577,8214,284697373,70534,31.83,39.7,34
16-August-2016,1298.5,1314.3,1292.2,1294.9,1303.740024,154572,8963,201521703,39270,25.41,22.1,-3.6
17-August-2016,1296.9,1309.65,1285.25,1307.95,1299.613646,153556,4781,199563473,72749,47.38,24.4,11.05
18-August-2016,1305,1324.7,1305,1320.55,1318.437576,90823,3556,119744456,29659,32.66,19.7,15.55
19-August-2016,1324,1339,1317.1,1336.65,1331.082782,149888,6624,199513336,44504,29.69,21.9,12.65
22-August-2016,1322.05,1349,1322.05,1343.3,1343.107818,106123,5976,142534631,22934,21.61,26.95,21.25
23-August-2016,1346,1350.9,1336.5,1342.1,1343.200132,118432,5928,159077878,24165,20.4,14.4,-3.9
24-August-2016,1342.1,1343.5,1330.25,1338.55,1337.873299,104143,6023,139330139,29932,28.74,13.25,-3.55
25-August-2016,1337.95,1349.7,1337.25,1343.65,1343.968825,326835,7165,439256051,249752,76.42,12.45,5.7
26-August-2016,1344,1345.45,1319.5,1326.25,1327.227258,127520,5976,169248020,39466,30.95,25.95,-17.75
29-August-2016,1324.1,1339.75,1317.9,1337.3,1328.584417,96397,2872,128071552,18196,18.88,21.85,13.2
30-August-2016,1340,1373.95,1340,1355.05,1358.816252,171713,5183,233326415,53160,30.96,33.95,15.05
31-August-2016,1358.8,1375,1342,1362.8,1357.178121,144643,4714,196306315,23574,16.3,33,4
1-September-2016,1366.5,1376.9,1361.5,1365.65,1368.304079,118183,4820,161710281,25041,21.19,15.4,-0.85
2-September-2016,1365.15,1393.8,1362.9,1387.5,1377.918894,112470,4109,154974538,27308,24.28,30.9,22.35
6-September-2016,1390,1449,1390,1440.9,1427.512092,238371,9606,340277485,53586,22.48,59,50.9
7-September-2016,1450,1450,1392.45,1405.4,1412.68111,258622,11610,365350414,67198,25.98,57.55,-44.6
8-September-2016,1390,1390.25,1325,1330.65,1348.76979,466727,22716,629507278,101356,21.72,65.25,-59.35
9-September-2016,1260,1315,1250.35,1277.25,1285.815866,1702711,43738,2189372819,539605,31.69,64.65,17.25
12-September-2016,1254.35,1254.95,1198.05,1205.35,1215.66269,664133,18410,807361709,107995,16.26,56.9,-49
14-September-2016,1204,1256.75,1203.7,1253.4,1234.413359,550408,14614,679430988,94676,17.2,53.05,49.4
15-September-2016,1243,1243,1206,1221.8,1222.043593,402839,12002,492286819,56746,14.09,37,-21.2
16-September-2016,1235,1239.5,1159,1168.35,1202.721518,1020242,22880,1227067007,253365,24.83,80.5,-66.65
19-September-2016,1165,1193.45,1156,1178.05,1175.933222,522716,15135,614679110,86066,16.47,37.45,13.05
20-September-2016,1189,1212.15,1173,1204.55,1193.319647,401859,14818,479546240,51302,12.77,39.15,15.55
21-September-2016,1216.9,1226.8,1209,1217.7,1223.025358,1040466,9398,1272516302,723298,69.52,17.8,0.8
22-September-2016,1242,1259.65,1230.6,1246.25,1242.141423,457968,9483,568861023,155103,33.87,29.05,4.25
23-September-2016,1247,1248.9,1227,1232.4,1239.029656,169476,4559,209985790,27697,16.34,21.9,-14.6
26-September-2016,1220,1241.9,1219.15,1236,1230.836551,195217,5481,240280219,21751,11.14,22.75,16
27-September-2016,1240.1,1251.65,1238.55,1246.25,1245.121707,135111,3910,168229639,23074,17.08,13.1,6.15
28-September-2016,1246.5,1273,1246,1268.5,1265.421083,292489,6671,370121747,53106,18.16,27,22
29-September-2016,1276,1304,1225,1230.55,1270.180872,565147,13871,717838909,91985,16.28,79,-45.45
30-September-2016,1234,1258.75,1213.55,1254.25,1246.589305,263753,7679,328791669,28653,10.86,45.2,20.25
3-October-2016,1267.05,1283.15,1265,1271.1,1273.61782,139717,4658,177946061,29315,20.98,18.15,4.05
4-October-2016,1277,1290,1270.5,1283.4,1280.713403,197839,5168,253375059,24600,12.43,19.5,6.4
5-October-2016,1288,1297,1266.7,1279,1284.382281,135246,3608,173707566,19584,14.48,30.3,-9
6-October-2016,1229,1295,1229,1280.25,1271.121098,568887,14253,723124268,68420,12.03,66,51.25
7-October-2016,1275,1284.65,1266.4,1275.1,1275.413972,138937,3553,177202191,19059,13.72,18.25,0.1
10-October-2016,1276,1289,1274.5,1279.45,1281.177595,82412,2411,105584408,14794,17.95,14.5,3.45
13-October-2016,1269,1282.6,1235.25,1255,1259.582849,210226,6242,264797064,51236,24.37,47.35,-14
14-October-2016,1260.1,1267.5,1244,1259.95,1258.20863,156416,4376,196803961,29594,18.92,23.5,-0.15
17-October-2016,1261,1267.5,1243,1250.85,1253.385056,137502,4787,172342952,32234,23.44,24.5,-10.15
18-October-2016,1258,1296.3,1257,1291.3,1278.213952,212300,5099,271364822,50059,23.58,39.3,33.3
19-October-2016,1295,1308.25,1278.75,1291.85,1296.501888,306656,8525,397580083,43515,14.19,29.5,-3.15
20-October-2016,1300,1323,1298.5,1308.8,1311.813533,646167,16513,847650615,112743,17.45,24.5,8.8
21-October-2016,1316,1319.85,1298,1317.05,1310.696872,309582,13650,405768159,60712,19.61,21.85,1.05
24-October-2016,1318,1327.5,1305.1,1308.75,1317.061451,192120,6967,253033846,22870,11.9,22.4,-9.25
25-October-2016,1301,1311.85,1298.85,1307.85,1305.625895,145641,4827,190152661,11634,7.99,13,6.85
26-October-2016,1295,1312.95,1283,1288.8,1298.738362,300285,6392,389991649,115448,38.45,29.95,-6.2
27-October-2016,1292,1299,1242.55,1254.25,1255.35098,215736,7288,270824399,64928,30.1,56.45,-37.75
28-October-2016,1265,1277.5,1258.25,1271.9,1269.223472,217472,5962,276020567,15325,7.05,19.25,6.9
30-October-2016,1276.8,1280,1261.3,1267.6,1270.261518,23008,811,29226177,4740,20.6,18.7,-9.2
1-November-2016,1275,1275,1246.3,1249.55,1256.018395,115083,3947,144546365,25758,22.38,28.7,-25.45
2-November-2016,1240.15,1240.15,1201,1210.8,1213.684784,153882,6203,186764242,43544,28.3,39.15,-29.35
3-November-2016,1206.1,1247,1193.1,1207.35,1215.218631,172405,5030,209509768,23016,13.35,53.9,1.25
4-November-2016,1209,1214.95,1174.4,1196.4,1192.058995,186304,5853,222085359,31536,16.93,40.55,-12.6
7-November-2016,1205,1231.75,1202.9,1205.95,1218.598071,144013,4672,175493964,15668,10.88,28.85,0.95
8-November-2016,1210.1,1235.7,1197,1223.95,1211.734875,150359,4791,182195244,26865,17.87,38.7,13.85
9-November-2016,1151,1229.95,1122.9,1219.2,1176.354102,451941,15870,531642649,58275,12.89,107.05,68.2
10-November-2016,1240,1313.6,1234.15,1290.7,1291.234785,418626,12263,540544453,83848,20.03,79.45,50.7
11-November-2016,1260,1285.45,1210,1215.5,1241.679165,885375,12145,1099351691,631672,71.35,75.45,-44.5
15-November-2016,1218.7,1218.7,1150,1158.85,1177.86207,478698,8922,563840217,205178,42.86,68.7,-59.85
16-November-2016,1168,1198.9,1133.4,1179.4,1172.453927,367343,9505,430692743,47611,12.96,65.5,11.4
17-November-2016,1200,1208.6,1166.05,1174.55,1189.303717,253641,7595,301656184,43914,17.31,42.55,-25.45
18-November-2016,1180,1186,1161,1179.85,1170.284037,209307,7717,244948641,53054,25.35,25,-0.15
21-November-2016,1182,1189.95,1105.65,1112.5,1136.943357,256995,9184,292188758,56165,21.85,84.3,-69.5
22-November-2016,1124,1139.9,1095.5,1131.7,1119.005378,269608,8614,301692802,28121,10.43,44.4,7.7
23-November-2016,1136,1145,1119.4,1125.7,1128.023467,146165,4452,164877550,29351,20.08,25.6,-10.3
24-November-2016,1126,1128.9,1109.75,1118.6,1119.493752,172842,5382,193495539,26076,15.09,19.15,-7.4
25-November-2016,1131,1172.1,1124.05,1167.5,1153.806937,237788,7682,274361444,40751,17.14,48.05,36.5
28-November-2016,1141,1175,1135,1148.95,1156.491248,324264,8546,375008478,48612,14.99,40,7.95
29-November-2016,1154,1163.35,1141.45,1144.2,1153.711848,181411,6244,209296020,44605,24.59,21.9,-9.8
30-November-2016,1149,1176.7,1145.6,1171.4,1161.017391,248520,8626,288536042,70836,28.5,31.1,22.4
1-December-2016,1177,1184.75,1157.25,1161.6,1171.005303,172175,5087,201617838,34889,20.26,27.5,-15.4
2-December-2016,1154,1164.15,1143.9,1150,1152.757194,399347,6470,460350127,113395,28.4,20.25,-4
5-December-2016,1170,1188,1150.1,1183.2,1170.90333,140551,4347,164571634,19634,13.97,37.9,13.2
6-December-2016,1184,1205.95,1177.15,1193,1190.120745,276724,7095,329334973,37947,13.71,28.8,9
7-December-2016,1193,1219.9,1175.6,1189.65,1200.693791,343105,8459,411964043,36362,10.6,44.3,-3.35
8-December-2016,1194.9,1217,1191.05,1213.1,1210.388167,130199,4014,157591329,18933,14.54,25.95,18.2
9-December-2016,1213,1225,1204.5,1218.65,1216.629207,186546,6369,226957312,21962,11.77,20.5,5.65
12-December-2016,1205.5,1216.8,1188,1192.7,1203.587971,172017,5288,207037592,29645,17.23,28.8,-12.8
13-December-2016,1195,1209.4,1180.95,1206.65,1196.01069,160710,5495,192210878,20331,12.65,28.45,11.65
14-December-2016,1200,1210,1194.85,1197.35,1203.130541,100520,4109,120938682,20792,20.68,15.15,-2.65
15-December-2016,1194,1204.5,1180,1186.45,1190.612186,165430,6339,196962974,23009,13.91,24.5,-7.55
16-December-2016,1190.1,1195.85,1173,1181.3,1183.097276,234396,5657,277313269,23829,10.17,22.85,-8.8
19-December-2016,1182,1188.3,1175.6,1180.8,1182.495989,113176,3255,133830166,13080,11.56,12.7,-1.2
20-December-2016,1182.1,1183.85,1143.3,1147.95,1160.940714,229294,7388,266196740,49186,21.45,40.55,-34.15
21-December-2016,1154.9,1155.9,1135.2,1138.3,1147.391766,228320,5764,261972488,31784,13.92,20.7,-16.6
